timestamp,actual,predicted,residual,abs_residual
2025-06-07 15:07:51,98.0,28.45,69.55,69.55
2025-06-08 14:30:00,12.0,53.41333333333334,-41.41333333333334,41.41333333333334
2025-06-07 15:22:53,96.0,56.67923076923077,39.32076923076923,39.32076923076923
2025-06-01 13:17:44,29.0,60.81,-31.810000000000002,31.810000000000002
2025-05-17 06:33:47,9.0,40.46,-31.46,31.46
2025-06-03 21:28:53,4.0,35.00416666666667,-31.00416666666667,31.00416666666667
2025-05-14 10:30:07,80.0,49.64,30.36,30.36
2025-05-26 14:07:51,71.0,40.65,30.35,30.35
2025-06-01 15:27:53,30.0,59.445,-29.445,29.445
2025-05-26 12:27:45,80.0,51.66384615384615,28.33615384615385,28.33615384615385
2025-05-18 08:56:10,10.0,37.99,-27.990000000000002,27.990000000000002
2025-05-18 08:21:07,8.0,35.91583333333333,-27.91583333333333,27.91583333333333
2025-05-26 14:12:51,71.0,43.32,27.68,27.68
2025-06-02 13:14:32,94.0,67.66666666666667,26.33333333333333,26.33333333333333
2025-05-13 10:29:42,78.0,51.7875,26.2125,26.2125
2025-05-16 12:31:57,57.0,31.064166666666665,25.935833333333335,25.935833333333335
2025-05-28 06:33:16,24.0,49.555,-25.555,25.555
2025-06-08 14:35:01,12.0,36.335,-24.335,24.335
2025-05-25 13:50:30,12.0,35.84666666666667,-23.84666666666667,23.84666666666667
2025-06-05 15:13:02,65.0,41.21,23.79,23.79
2025-06-03 17:28:36,27.0,49.965,-22.965000000000003,22.965000000000003
2025-05-17 13:29:18,85.0,62.435,22.564999999999998,22.564999999999998
2025-05-28 08:08:23,53.0,30.87,22.13,22.13
2025-05-28 08:13:24,53.0,30.895,22.105,22.105
2025-05-18 08:51:09,9.0,30.0,-21.0,21.0
2025-06-03 17:33:36,24.0,43.2575,-19.2575,19.2575
2025-05-26 11:57:43,80.0,61.26,18.740000000000002,18.740000000000002
2025-05-18 08:16:07,8.0,26.61,-18.61,18.61
2025-05-11 10:43:21,13.0,31.502499999999994,-18.502499999999994,18.502499999999994
2025-06-08 16:20:14,11.0,29.14,-18.14,18.14
2025-05-22 06:03:51,19.0,36.93,-17.93,17.93
2025-05-26 13:47:50,74.0,56.62500000000001,17.374999999999993,17.374999999999993
2025-05-24 16:28:53,59.0,76.2525,-17.252499999999998,17.252499999999998
2025-06-07 11:39:26,88.0,70.91666666666666,17.083333333333343,17.083333333333343
2025-05-13 07:27:58,40.0,56.245,-16.244999999999997,16.244999999999997
2025-06-02 14:59:54,80.0,63.755,16.244999999999997,16.244999999999997
2025-05-23 09:41:42,67.0,50.77583333333333,16.22416666666667,16.22416666666667
2025-05-18 13:36:29,15.0,30.915,-15.915,15.915
2025-06-05 14:42:58,67.0,51.092000000000006,15.907999999999994,15.907999999999994
2025-05-28 09:13:30,72.0,56.3,15.700000000000003,15.700000000000003
2025-05-17 06:23:46,9.0,24.56,-15.559999999999999,15.559999999999999
2025-06-08 16:25:14,11.0,26.54,-15.54,15.54
2025-05-25 15:00:34,14.0,29.455,-15.454999999999998,15.454999999999998
2025-06-02 15:39:57,75.0,59.660833333333336,15.339166666666664,15.339166666666664
2025-06-02 14:54:54,82.0,66.7325,15.267499999999998,15.267499999999998
2025-05-25 17:20:44,10.0,25.23416666666667,-15.23416666666667,15.23416666666667
2025-05-18 13:21:28,15.0,30.18,-15.18,15.18
2025-06-02 14:49:52,82.0,66.93166666666667,15.068333333333328,15.068333333333328
2025-05-23 10:06:44,70.0,55.31,14.689999999999998,14.689999999999998
2025-06-07 12:44:30,98.0,83.43916666666667,14.560833333333335,14.560833333333335
2025-05-18 13:31:29,15.0,29.25,-14.25,14.25
2025-05-29 10:19:45,11.0,25.17,-14.170000000000002,14.170000000000002
2025-05-28 06:38:17,26.0,40.155,-14.155000000000001,14.155000000000001
2025-06-07 15:47:55,88.0,73.87,14.129999999999995,14.129999999999995
2025-05-18 15:36:40,12.0,26.09,-14.09,14.09
2025-05-22 14:49:53,65.0,51.25153846153846,13.748461538461541,13.748461538461541
2025-05-30 16:14:45,69.0,55.27916666666666,13.720833333333339,13.720833333333339
2025-05-18 13:41:30,15.0,28.60916666666667,-13.60916666666667,13.60916666666667
2025-05-24 07:33:16,12.0,25.59,-13.59,13.59
2025-06-02 13:34:46,91.0,77.51583333333335,13.484166666666653,13.484166666666653
2025-05-18 07:51:05,7.0,20.25,-13.25,13.25
2025-05-28 09:28:31,75.0,61.785,13.215000000000003,13.215000000000003
2025-05-28 09:03:30,70.0,56.845,13.155000000000001,13.155000000000001
2025-06-06 16:42:29,34.0,21.01,12.989999999999998,12.989999999999998
2025-05-25 13:05:27,13.0,25.935,-12.934999999999999,12.934999999999999
2025-06-07 11:54:27,92.0,79.07833333333333,12.921666666666667,12.921666666666667
2025-05-23 10:01:43,68.0,55.12,12.880000000000003,12.880000000000003
2025-06-01 17:58:03,28.0,40.8125,-12.8125,12.8125
2025-05-29 07:39:29,6.0,18.804166666666664,-12.804166666666664,12.804166666666664
2025-06-06 16:17:27,41.0,53.66,-12.659999999999997,12.659999999999997
2025-05-26 12:37:45,80.0,67.35416666666667,12.645833333333329,12.645833333333329
2025-05-22 14:39:53,69.0,56.41846153846154,12.581538461538457,12.581538461538457
